Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Abramowski, A., Acero, F., Aharonian, F., Akhperjanian, A.G., Anton, G., Balenderan, S., Balzer, A., Barnacka, A., Becherini, Y., Becker Tjus, J., Bernlöhr, K., Birsin, E., Biteau, J., Boisson, C., Bolmont, J., Bordas, P., Brucker, J., Brun, F., Brun, P., Bulik, T., Carrigan, S., Casanova, S., Cerruti, M., Chadwick, P.M., Chaves, R.C.G., Cheesebrough, A., Colafrancesco, S., Cologna, G., Conrad, J., Couturier, C., Dalton, M., Daniel, M.K., Davids, I.D., Degrange, B., Deil, C., Dewilt, P., Dickinson, H.J., Djannati-Ataï, A., Domainko, W., Drury, L.O., Dubus, G., Dutson, K., Dyks, J., Dyrda, M., Egberts, K., Eger, P., Espigat, P., Fallon, L., Farnier, C., Fegan, S., Feinstein, F., Fernandes, M.V., Fernandez, D., Fiasson, A., Fontaine, G., Förster, A., Füßling, M., Gajdus, M., Gallant, Y.A., Garrigoux, T., Gast, H., Giebels, B., Glicenstein, J.F., Glück, B., Göring, D., Grondin, M.-H., Grudzińska, M., Häffner, S., Hague, J.D., Hahn, J., Hampf, D., Harris, J., Heinz, S., Heinzelmann, G., Henri, G., Hermann, G., Hillert, A., Hinton, J.A., Hofmann, W., Hofverberg, P., Holler, M., Horns, D., Jacholkowska, A., Jahn, C., Jamrozy, M., Jung, I., Kastendieck, M.A., Katarzyński, K., Katz, U., Kaufmann, S., Khélifi, B., Klepser, S., Klochkov, D., Kluåniak, W., Kneiske, T., Kolitzus, D., Komin, N., Kosack, K., Kossakowski, R., Krayzel, F., Krüger, P.P., Laffon, H., Lamanna, G., Lefaucheur, J., Lemoine-Goumard, M., Lenain, J.-P., Lennarz, D., Lohse, T., Lopatin, A., Lu, C.-C., Marandon, V., Marcowith, A., Masbou, J., Maurin, G., Maxted, N., Mayer, M., McComb, T.J.L., Medina, M.C., Méhault, J., Menzler, U., Moderski, R., Mohamed, M., Moulin, E., Naumann, C.L., Naumann-Godo, M., De Naurois, M., Nedbal, D., Nguyen, N., Niemiec, J., Nolan, S.J., Oakes, L., Ohm, S., De Oña Wilhelmi, E., Opitz, B., Ostrowski, M., Oya, I., Panter, M., Parsons, R.D., Paz Arribas, M., Pekeur, N.W., Pelletier, G., Perez, J., Petrucci, P.-O., Peyaud, B., Pita, S., Pühlhofer, G., Punch, M., Quirrenbach, A., Raab, S., Raue, M., Reimer, A., Reimer, O., Renaud, M., De Los Reyes, R., Rieger, F., Ripken, J., Rob, L., Rosier-Lees, S., Rowell, G., Rudak, B., Rulten, C.B., Sahakian, V., Sanchez, D.A., Santangelo, A., Schlickeiser, R., Schulz, A., Schwanke, U., Schwarzburg, S., Schwemmer, S., Sheidaei, F., Skilton, J.L., Sol, H., Spengler, G., Stawarz, L., Steenkamp, R., Stegmann, C., Stinzing, F., Stycz, K., Sushch, I., Szostek, A., Tavernet, J.-P., Terrier, R., Tluczykont, M., Trichard, C., Valerius, K., Van Eldik, C., Vasileiadis, G., Venter, C., Viana, A., Vincent, P., Völk, H.J., Volpe, F., Vorobiov, S., Vorster, M., Wagner, S.J., Ward, M., White, R., Wierzcholska, A., Willmann, P., Wouters, D., Zacharias, M., Zajczyk, A., Zdziarski, A.A., Zech, A., Zechlin, H.-S.","26429222300; 35217613800; 22990684300; 35371568600; 7004081043; 55351880200; 37086893200; 36705728200; 6603645503; 55497477600; 8890863200; 54415432400; 6602109231; 8604659800; 15077918400; 22833288500; 23992127800; 29067526100; 35298609700; 7003903755; 15126543900; 22833640200; 36705647700; 8915441800; 7003756636; 25947245600; 57200777529; 42161155600; 7103011018; 55351411000; 36169721400; 35227066700; 25824205300; 8590213400; 23970080700; 55497138400; 35241782000; 8238178200; 22979159900; 7004493113; 8590213700; 42161232800; 56235058800; 25947432800; 15126937000; 35299226400; 6602893603; 35298831600; 23018720400; 34879626400; 8238178700; 36169765400; 7102073013; 14618914900; 55532472200; 23018804100; 14619050900; 55350520700; 8915443400; 55246020800; 22834585300; 8834452900; 7005913097; 18934630900; 57197566938; 25724226200; 54415680600; 37087150200; 35276921200; 54415747500; 36169879700; 57207006250; 7005138927; 7004556797; 6603775381; 7201684992; 55190954000; 8925909600; 57201650393; 23479750400; 24070703800; 56264119200; 6603683631; 26435245600; 6507969992; 7102964475; 36898765200; 8262690700; 55637158200; 55419225200; 8238180800; 35503509200; 23989235200; 52063534400; 6507445511; 55597635300; 6505879550; 6603141500; 7003747230; 37097198100; 55496807100; 37014511500; 23019458300; 55566801000; 35243072400; 15127233300; 26638786500; 57201642612; 7102287256; 36169999800; 57201641566; 57201631948; 35174918800; 8914339300; 37014743700; 55751744266; 8298119400; 7202703462; 35218072700; 55351283300; 57201634843; 55190548900; 23019452800; 14121820500; 24174862500; 57201644278; 12781146000; 55231459900; 35243461300; 8604665100; 35275775700; 23019879300; 22933512000; 36018718000; 36837754800; 12752067600; 7004822340; 57201643243; 26032272200; 54911989600; 8590218200; 23973583400; 7003480451; 57201636526; 8640604100; 23006088300; 8604666200; 7006558521; 55597438500; 8280574600; 8925914100; 7004010875; 23020091700; 8610727500; 7102282976; 8659885000; 57198389066; 15835400200; 7004837418; 57188968597; 25947702700; 7003998061; 57207903572; 57201487035; 8915449200; 55560501500; 8947003400; 14619662200; 23019756600; 8869153800; 24475802400; 8947003600; 36706406100; 35243922200; 8915449800; 8238185400; 6701879537; 57204150989; 35300712800; 15846620400; 56216465600; 56247790300; 6603728721; 55497902300; 14627059600; 15128362900; 57201642777; 8963919600; 36169941000; 57202728026; 55553948000; 23020222400; 57204743522; 6603848132; 55902076000; 7403169354; 57203198073; 57199370978; 55574851500; 55338415400; 26636229200; 37015075400; 7005082406; 8283447200; 26430248800","H.E.S.S. observations of the binary system PSR B1259-63/LS 2883 around the 2010/2011 periastron passage",2013,"Astronomy and Astrophysics",551,"", A94,,,,26,10.1051/0004-6361/201220612,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874593163&partnerID=40&md5=4b2c9e97181032203200a620fe16ce23",Article,Final,Open Access,Scopus,2-s2.0-84874593163
"Busschaert, C., Falize, É., Loupias, B., Michaut, C., Ravasio, A., Pelka, A., Yurchak, R., Koenig, M.","53983740000; 25625970100; 9238292600; 55887059800; 9238176100; 25226179200; 55490052200; 24496280300","POLAR project: A numerical study to optimize the target design",2013,"New Journal of Physics",15,"", 035020,,,,8,10.1088/1367-2630/15/3/035020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875416983&partnerID=40&md5=b05ce6bfbb6680bfed8041624a889173",Article,Final,Open Access,Scopus,2-s2.0-84875416983
"Busschaert, C., Michaut, C., Falize, É., Nguyen, H.C.","53983740000; 55887059800; 25625970100; 36613292800","POLAR project: Numerical modeling of the accretion column",2013,"High Energy Density Physics",9,"1",,42,46,,4,10.1016/j.hedp.2012.10.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869044825&partnerID=40&md5=d6b9fd1c19d11f6191feae159d29266c",Article,Final,,Scopus,2-s2.0-84869044825
"Campargue, A., Leshchishina, O., Mondelain, D., Kassi, S., Coustenis, A.","7005480671; 16067153900; 6602420686; 6602332937; 6603964702","An improved empirical line list for methane in the region of the 2ν<inf>3</inf> band at 1.66μm",2013,"Journal of Quantitative Spectroscopy and Radiative Transfer",118,"",,49,59,,25,10.1016/j.jqsrt.2012.12.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874394760&partnerID=40&md5=7eaf84714cceee83f28c0a77b52397e2",Article,Final,,Scopus,2-s2.0-84874394760
"Kirkby, D., Margala, D., Anže Slosar, Bailey, S., Busca, N.G., Delubac, T., Rich, J., Bautista, J.E., Blomqvist, M., Brownstein, J.R., Carithers, B., Croft, R.A.C., Dawson, K.S., Font-Ribera, A., Miralda-Escudé, J., D. Myers, A., Nichol, R.C., Palanque-Delabrouille, N., Pâris, I., Petitjean, P., Rossi, G., Schlegel, D.J., Schneider, D.P., Viel, M., Weinberg, D.H., Yèche, C.","35227512300; 37118995700; 55642077100; 55798374900; 35277111600; 37121872100; 8896450400; 55501769000; 24467329400; 12142900900; 14629835600; 35299209400; 14824427000; 27267690300; 7006497694; 55641316200; 7006833728; 6701806568; 36646445200; 57203254757; 35079263400; 35352423900; 7402111896; 7003963996; 35254391900; 35228207600","Fitting methods for baryon acoustic oscillations in the Lyman-α forest fluctuations in BOSS data release 9",2013,"Journal of Cosmology and Astroparticle Physics",2013,"3", 024,,,,30,10.1088/1475-7516/2013/03/024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875831232&partnerID=40&md5=ef4f77eb610195157ef41c613c3a209b",Article,Final,,Scopus,2-s2.0-84875831232
"Adrian-Martinez, S., Ageron, M., Aguilar, J.A., Aharonian, F., Aiello, S., Albert, A., Alexandri, M., Ameli, M., Anassontzis, E.G., Anghinolfi, M., Anton, G., Anvar, S., Ardid, M., Assis Jesus, A., Aubert, J.-J., Bakker, R., Ball, A.E., Barbarino, G., Barbarito, E., Barbato, F., Baret, B., De Bel, M., Belias, A., Bellou, N., Berbee, E., Berkien, A., Bersani, A., Bertin, V., Beurthey, S., Biagi, S., Bigongiari, C., Bigourdan, B., Billault, M., De Boer, R., Boer Rookhuizen, H., Bonori, M., Borghini, M., Bou-Cabo, M., Bouhadef, B., Bourlis, G., Bouwhuis, M., Bradbury, S., Brown, A., Bruni, F., Brunner, J., Brunoldi, M., Busto, J., Cacopardo, G., Caillat, L., Calvo Díaz-Aldagalán, D., Calzas, A., Canals, M., Capone, A., Carr, J., Castorina, E., Cecchini, S., Ceres, A., Cereseto, R., Chaleil, Th., Chateau, F., Chiarusi, T., Choqueuse, D., Christopoulou, P.E., Chronis, G., Ciaffoni, O., Circella, M., Cocimano, R., Cohen, F., Colijn, F., Coniglione, R., Cordelli, M., Cosquer, A., Costa, M., Coyle, P., Craig, J., Creusot, A., Curtil, C., D'Amico, A., Damy, G., De Asmundis, R., De Bonis, G., Decock, G., Decowski, P., Delagnes, E., De Rosa, G., Distefano, C., Donzaud, C., Dornic, D., Dorosti-Hasankiadeh, Q., Drogou, J., Drouhin, D., Druillole, F., Drury, L., Durand, D., Durand, G.A., Eberl, T., Emanuele, U., Enzenhöfer, A., Ernenwein, J.-P., Escoffier, S., Espinosa, V., Etiope, G., Favali, P., Felea, D., Ferri, M., Ferry, S., Flaminio, V., Folger, F., Fotiou, A., Fritsch, U., Gajanana, D., Garaguso, R., Gasparini, G.P., Gasparoni, F., Gautard, V., Gensolen, F., Geyer, K., Giacomelli, G., Gialas, I., Giordano, V., Giraud, J., Gizani, N., Gleixner, A., Gojak, C., Gómez-González, J.P., Graf, K., Grasso, D., Grimaldi, A., Groenewegen, R., Guédé, Z., Guillard, G., Guilloux, F., Habel, R., Hallewell, G., Van Haren, H., Van Heerwaarden, J., Heijboer, A., Heine, E., Hernández-Rey, J.J., Herold, B., Van De Hoek, M., Hogenbirk, J., Hößl, J., Hsu, C.C., Imbesi, M., Jamieson, A., Jansweijer, P., De Jong, M., Jouvenot, F., Kadler, M., Kalantar-Nayestanaki, N., Kalekin, O., Kappes, A., Karolak, M., Katz, U.F., Kavatsyuk, O., Keller, P., Kiskiras, Y., Klein, R., Kok, H., Kontoyiannis, H., Kooijman, P., Koopstra, J., Kopper, C., Korporaal, A., Koske, P., Kouchner, A., Koutsoukos, S., Kreykenbohm, I., Kulikovskiy, V., Laan, M., La Fratta, C., Lagier, P., Lahmann, R., Lamare, P., Larosa, G., Lattuada, D., Leisos, A., Lenis, D., Leonora, E., Le Provost, H., Lim, G., Llorens, C.D., Lloret, J., Löhner, H., Lo Presti, D., Lotrus, P., Louis, F., Lucarelli, F., Lykousis, V., Malyshev, D., Mangano, S., Marcoulaki, E.C., Margiotta, A., Marinaro, G., Marinelli, A., Maris, O., Markopoulos, E., Markou, C., Martínez-Mora, J.A., Martini, A., Marvaldi, J., Masullo, R., Maurin, G., Migliozzi, P., Migneco, E., Minutoli, S., Miraglia, A., Mollo, C.M., Mongelli, M., Monmarthe, E., Morganti, M., Mos, S., Motz, H., Moudden, Y., Mul, G., Musico, P., Musumeci, M., Naumann, Ch., Neff, M., Nicolaou, C., Orlando, A., Palioselitis, D., Papageorgiou, K., Papaikonomou, A., Papaleo, R., Papazoglou, I.A., Pǎvǎlas, G.E., Peek, H.Z., Perkin, J., Piattelli, P., Popa, V., Pradier, T., Presani, E., Priede, I.G., Psallidas, A., Rabouille, C., Racca, C., Radu, A., Randazzo, N., Rapidis P.a., Razis, P., Real, D., Reed, C., Reito, S., Resvanis, L.K., Riccobene, G., Richter, R., Roensch, K., Rolin, J., Rose, J., Roux, J., Rovelli, A., Russo, A., Russo, G.V., Salesa, F., Samtleben, D., Sapienza, P., Schmelling, J.-W., Schmid, J., Schnabel, J., Schroeder, K., Schuller, J.-P., Schussler, F., Sciliberto, D., Sedita, M., Seitz, T., Shanidze, R., Simeone, F., Siotis, I., Sipala, V., Sollima, C., Sparnocchia, S., Spies, A., Spurio, M., Staller, T., Stavrakakis, S., Stavropoulos, G., Steijger, J., Stolarczyk, Th., Stransky, D., Taiuti, M., Taylor, A., Thompson, L., Timmer, P., Tonoiu, D., Toscano, S., Touramanis, C., Trasatti, L., Traverso, P., Trovato, A., Tsirigotis, A., Tzamarias, S., Tzamariudaki, E., Urbano, F., Vallage, B., Van Elewyck, V., Vannoni, G., Vecchi, M., Vernin, P., Viola, S., Vivolo, D., Wagner, S., Werneke, P., White, R.J., Wijnker, G., Wilms, J., De Wolf, E., Yepes, H., Zhukov, V., Zonca, E., Zornoza, J.D., Zúñiga, J.","54410161400; 6508036880; 55434807600; 22990684300; 56216840400; 56427556400; 7801528358; 55638475400; 7005370026; 9839993400; 7004081043; 6603268409; 6603326638; 35226922500; 57204792488; 54779327700; 7202932619; 7004617679; 15622742300; 55514804500; 14619100800; 55557529600; 6508108303; 28567559800; 35104414900; 35278336700; 21933344900; 56188077700; 36473161400; 7003861327; 6603853389; 16634683800; 6602297042; 55109023600; 6506109536; 6603409014; 57196924701; 22933510800; 15019174900; 10541007600; 6701879060; 35227021800; 7408339083; 36812766900; 7102413622; 6504357146; 7003777208; 15029986600; 15065135800; 35744581800; 6507207395; 35474716800; 35434659900; 35314600700; 57211182700; 7005533840; 6508287172; 6602616423; 6504543928; 8860286200; 55887920400; 6603212227; 6507204689; 6603860530; 6506023439; 8419905100; 23479327200; 10538997800; 6701443314; 36814465400; 35355091800; 6603374741; 57204802277; 56209989300; 24512302000; 35277236600; 6507609466; 23479170800; 9436610300; 7006360645; 15029889800; 35278334700; 55638867500; 6701381359; 23099401600; 9433557800; 56273617400; 25958970600; 36813139700; 6507784554; 26424642500; 6603180523; 7004493113; 7201540826; 56343223100; 56228784200; 22937652800; 36625145500; 35227229400; 6602348000; 22952880800; 6701631297; 55935591700; 6701892362; 7006950253; 35308803100; 7003268373; 36701321400; 26024206300; 35721847200; 36809498800; 55557788100; 55557889500; 6603409829; 8703100100; 56031654000; 54942211300; 55549857900; 35314697700; 55094973100; 36856643700; 6603234516; 55293129600; 6507996332; 35722096300; 9433999300; 7102880152; 56954468700; 6508000255; 6508332464; 26424641200; 15044338600; 7004006309; 7003685030; 7004328638; 6506447958; 57197373272; 7004095618; 6507572314; 36020104800; 55557474700; 15622933400; 6603246130; 14025816200; 35734035300; 57197027685; 6507919549; 26534044000; 9434926100; 35242189600; 7003296906; 8610724000; 36066209200; 12794617500; 55637158200; 6506661947; 7202450837; 55557872900; 57199459030; 15622818300; 6603468062; 57210083211; 13103386500; 15623072600; 24298708500; 8336507400; 6507877237; 25960180500; 6602091634; 26665503800; 23009062400; 55005959400; 57015012700; 6602925288; 6507502615; 26635443300; 35746308200; 10541124900; 6603498059; 15030111600; 6603313525; 55270132300; 36022066700; 23389476400; 55924011700; 8876679600; 14829458100; 14522802400; 7004432951; 6701911349; 6602134245; 8062459800; 6602299740; 8071829800; 56003194100; 55257272900; 55322728600; 8336507700; 35227633100; 9839932200; 7202003857; 55557962300; 15029920700; 8914339300; 6701386110; 14122042000; 16019609400; 55558128900; 55515144200; 7005882347; 24480292100; 35272707300; 6504325404; 22935162400; 11539089500; 55740347200; 6701448183; 22935470400; 14121820500; 25930069700; 9840684000; 23480374500; 36188606000; 55557625900; 35277389100; 34572298400; 7003518758; 26424812500; 7004607607; 22935505600; 6701516602; 7101903552; 55906651500; 26421798800; 7003389027; 6503891114; 57189037803; 7003607515; 11041340600; 6603798359; 35227882600; 35227873900; 15623778200; 7402210314; 6602408705; 7004604742; 22935466000; 55426471400; 36701954900; 8706080000; 7404390128; 57197084551; 55545882200; 57209933471; 35389639400; 25959318500; 15835820600; 7004926271; 36814268700; 56427562900; 55292725000; 56354133800; 35315077200; 16478874100; 26665708000; 6505909487; 36158718800; 6507027632; 15030282800; 14629490400; 23036748100; 23480591600; 6602781037; 36702019600; 6701597296; 37114845300; 15063388800; 7004684544; 7004125687; 6602242172; 55557948400; 8903145200; 7405890887; 35315137400; 23091946900; 57199573073; 24074958900; 35228070900; 6701616158; 55557190700; 57203626209; 10539410500; 8791944000; 8062453200; 22936012400; 35315153600; 57203625467; 8648243600; 7005558667; 6603806035; 36021930700; 55514765000; 35228098200; 24451629200; 57203198073; 17347323700; 7006145580; 36051279500; 35723284800; 7201458058; 6507283075; 9436696300; 57211128512","Expansion cone for the 3-inch PMTs of the KM3NeT optical modules",2013,"Journal of Instrumentation",8,"3", T03006,,,,12,10.1088/1748-0221/8/03/T03006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875715981&partnerID=40&md5=ea98ea411225ed3058517a7772f1294f",Article,Final,,Scopus,2-s2.0-84875715981
"Zanon-Willette, T., De Clercq, E., Arimondo, E.","15129263800; 7402191475; 22970155000","Continued-fraction analysis of dressed systems: Application to periodically driven optical lattices",2013,"Physical Review A - Atomic, Molecular, and Optical Physics",87,"2", 023424,,,,,10.1103/PhysRevA.87.023424,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874517258&partnerID=40&md5=8d6248e0f22e47d2473dd6fb97f78089",Article,Final,,Scopus,2-s2.0-84874517258
"Begley, M.R., Zok, F., Vermaak, N.","7006699802; 7004518588; 24333412900","Failure and debonding of thin circular and square tiles (islands) bonded with a compliant interlayer",2013,"Thin Solid Films",531,"",,332,339,,2,10.1016/j.tsf.2012.11.136,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875424924&partnerID=40&md5=730eba0b796dde6c23029e015bbf0387",Article,Final,,Scopus,2-s2.0-84875424924
"Nagy, Z., Van Der Tak, F.F.S., Ossenkopf, V., Gerin, M., Le Petit, F., Le Bourlot, J., Black, J.H., Goicoechea, J.R., Joblin, C., Röllig, M., Bergin, E.A.","55700223200; 6602697801; 6602871495; 56274863900; 6507957284; 6602133103; 25222377400; 8727294800; 8284686100; 13808190300; 7004934665","The chemistry of ions in the Orion Bar I.-CH<sup>+</sup>, SH<sup>+</sup>, and CF<sup>+</sup>: The effect of high electron density and vibrationally excited H<inf>2</inf> in a warm PDR surface",2013,"Astronomy and Astrophysics",550,"", A96,,,,50,10.1051/0004-6361/201220519,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873339512&partnerID=40&md5=b97922d1ad88fc9a8ef393ac11016925",Article,Final,Open Access,Scopus,2-s2.0-84873339512
"De Martino, D., Belloni, T., Falanga, M., Papitto, A., Motta, S., Pellizzoni, A., Evangelista, Y., Piano, G., Masetti, N., Bonnet-Bidaud, J.-M., Mouchet, M., Mukai, K., Possenti, A.","7003597364; 57204265195; 35448733000; 8331410200; 35198677100; 6603455643; 15845372500; 35243264000; 7006084094; 6603351670; 8879035800; 55516033100; 7004864923","X-ray follow-ups of XSS J12270-4859: A low-mass X-ray binary with gamma-ray Fermi-LAT association â†",2013,"Astronomy and Astrophysics",550,"", A89,,,,68,10.1051/0004-6361/201220393,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873391482&partnerID=40&md5=1bf3087d216b31e3b06d93e387cc0ec2",Article,Final,Open Access,Scopus,2-s2.0-84873391482
"Le-Duc, T., Chadebec, O., Guichon, J.-M., Meunier, G., Lembeey, Y.","54420408300; 57193002354; 6507604747; 55534323100; 55595431000","Coupling between PEEC and magnetic moment method",2013,"COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering",32,"1",,383,395,,1,10.1108/03321641311293948,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873879926&partnerID=40&md5=49c4df1027f965b948af6d70875d5f94",Article,Final,,Scopus,2-s2.0-84873879926
"Figueroa, A., Schaeffer, N., Nataf, H.-C., Schmitt, D.","56020932000; 12805837200; 6701640752; 7402515233","Modes and instabilities in magnetized spherical Couette flow",2013,"Journal of Fluid Mechanics",716,"",,445,469,,18,10.1017/jfm.2012.551,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875622188&partnerID=40&md5=d1be889247ac225bdb747bd8f309840a",Article,Final,,Scopus,2-s2.0-84875622188
"Manceau, A., Marcus, M.A., Grangeon, S., Lanson, M., Lanson, B., Gaillot, A.-C., Skanthakumar, S., Soderholm, L.","7005712804; 7201586303; 23476953800; 23980331200; 7003879663; 6507130036; 7003934714; 7006412985","Short-range and long-range order of phyllomanganate nanoparticles determined using high-energy X-ray scattering",2013,"Journal of Applied Crystallography",46,"1",,193,209,,42,10.1107/S0021889812047917,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84872736367&partnerID=40&md5=f9794d9d424d0bfbda09eb7b9448474f",Article,Final,,Scopus,2-s2.0-84872736367
